Index,ID_x,Drug Name_x,Insurance,Check_x,Quantity,Net,Copay,Covered,Rxcui,Check_y,Title,Drug Name_y,Dosage Form,Strength,Units,Class,NDC,Drug,In Stock,Pack Size,AWP,ACQ,Price Update,Units Qty,Scripts,Drug Full Name,Db Status,ID_y,ClassDb,RxNorm Name,Cleaned Up Drug Name
81,82,CICLOPIROXSOL8%,77993322- new,TRUE,,,,,309291,TRUE,Inventory Database X,CICLOPIROX,Sol,8,%,Anti-fungal Nail,12345-6789-01,CICLOPIROX Sol 8%,,,,,,,,,SR-DB : Updated on 11/18/2024,111,Anti-fungal Nail,ciclopirox 80 MG/ML Topical Solution,Ciclopirox Solution 8%
82,83,TERBINAFINETAB250MG,77993322- new,TRUE,,,,,329055,TRUE,Inventory Database X,TERBINAFINE,Tab,250,mg,Anti-fungal Oral,12345-6789-01,TERBINAFINE Tab 250mg,,,,,,,,,SR-DB : Updated on 11/18/2024,116,Anti-fungal Oral,terbinafine 250 MG,Terbinafine Tablet 250 Mg
83,84,FLUCONAZOLETAB100MG,77993322- new,TRUE,,,,,197698,TRUE,Inventory Database X,FLUCONAZOLE,Tab,100,mg,Anti-fungal Oral,12345-6789-01,FLUCONAZOLE Tab 100mg,,,,,,,,,SR-DB : Updated on 11/18/2024,114,Anti-fungal Oral,fluconazole 100 MG Oral Tablet,Fluconazole Tablet 100 Mg
84,85,FLUCONAZOLETAB200MG,77993322- new,TRUE,,,,,197700,TRUE,Inventory Database X,FLUCONAZOLE,Tab,200,mg,Anti-fungal Oral,12345-6789-01,FLUCONAZOLE Tab 200mg,,,,,,,,,SR-DB : Updated on 11/18/2024,115,Anti-fungal Oral,fluconazole 200 MG Oral Tablet,Fluconazole Tablet 200 Mg
85,86,FLUOROURACILCRE5%,77993322- new,TRUE,40,64.9,0,,105583,TRUE,Inventory Database X,FLUOROURACIL,Cre,5,%,Chemo Cream,12345-6789-01,FLUOROURACIL Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,117,Chemo Cream,fluorouracil 50 MG/ML Topical Cream,Fluorouracil Cream 5%
86,87,IMIQUIMODCRE3.75%PMP,77993322- new,TRUE,,,,,967017,TRUE,Inventory Database X,IMIQUIMOD,Cre,3.75,%,Chemo Cream,12345-6789-01,IMIQUIMOD Cre 3.75%,,,,,,,,,SR-DB : Updated on 11/18/2024,118,Chemo Cream,imiquimod 37.5 MG/ML Topical Cream,Imiquimod Cream 3.75%
87,88,IMIQUIMODCRE5%PACKET,77993322- new,TRUE,24,5.96,0,,310982,TRUE,Inventory Database X,IMIQUIMOD,Cre,5,%,Chemo Cream,12345-6789-01,IMIQUIMOD Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,119,Chemo Cream,imiquimod 50 MG/ML Topical Cream,Imiquimod Cream 5%
88,89,ACYCLOVIROIN5%,77993322- new,TRUE,30,NC,NC,,197312,TRUE,Inventory Database X,ACYCLOVIR,Oin,5,%,Antiviral,12345-6789-01,ACYCLOVIR Oin 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,120,Antiviral,acyclovir 0.05 MG/MG Topical Ointment,Acyclovir Oin 5%
89,90,VALACYCLOVIRTAB1GM,77993322- new,TRUE,,,,,313564,TRUE,Inventory Database X,VALACYCLOVIR,Tab,1,gm,Antiviral,12345-6789-01,VALACYCLOVIR Tab 1gm,,,,,,,,,SR-DB : Updated on 11/18/2024,121,Antiviral,valacyclovir 1000 MG Oral Tablet,Valacyclovir Tablet 1Gm
90,91,VALACYCLOVIRTAB500MG,77993322- new,TRUE,,,,,330526,TRUE,Inventory Database X,VALACYCLOVIR,Tab,500,mg,Antiviral,12345-6789-01,VALACYCLOVIR Tab 500mg,,,,,,,,,SR-DB : Updated on 11/18/2024,122,Antiviral,valacyclovir 500 MG,Valacyclovir Tablet 500 Mg
91,92,CLEMASTINESYP,77993322- new,TRUE,120,NC,NC,,2578,TRUE,Inventory Database X,CLEMASTINE,Syp,N/A ,,Antihistamines,12345-6789-01,CLEMASTINE Syp N/A ,,,,,,,,,SR-DB : Updated on 11/18/2024,125,Antihistamines,clemastine,Clemastine Syp N/A
92,93,LEVOCETIRIZITAB5MG,77993322- new,TRUE,90,6.43,0,,855172,TRUE,Inventory Database X,LEVOCETIRIZI,Tab,5,mg,Antihistamines,12345-6789-01,LEVOCETIRIZI Tab 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,126,Antihistamines,levocetirizine dihydrochloride 5 MG Oral Tablet,Levocetirizi Tablet 5 Mg
93,94,DICLOFENACCAP25MG,77993322- new,TRUE,120,NC,NC,,2670401,TRUE,Inventory Database X,DICLOFENAC,Tab,25,mg,Anti-inflammatory,12345-6789-01,DICLOFENAC Tab 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,128,Anti-inflammatory,diclofenac 25 MG,Diclofenac Tablet 25 Mg
93,94,DICLOFENACCAP25MG,77993322- new,TRUE,120,NC,NC,,858342,TRUE,Inventory Database X,DICLOFENAC,Cap,25,mg,Anti-inflammatory,12345-6789-01,DICLOFENAC Cap 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,135,Anti-inflammatory,diclofenac 25 MG Oral Capsule,Diclofenac Capsule 25 Mg
95,95,MELOXICAMCAP5MG,77993322- new,TRUE,30,NC,NC,,1722349,TRUE,Inventory Database X,MELOXICAM,Cap,5,mg,Anti-inflammatory,12345-6789-01,MELOXICAM Cap 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,131,Anti-inflammatory,meloxicam 5 MG Oral Capsule,Meloxicam Capsule 5 Mg
96,96,NAPROXENSUS125/5ML,77993322- new,TRUE,473,NC,NC,,311913,TRUE,Inventory Database X,NAPROXEN,Sus,125/5,ml,Anti-inflammatory,12345-6789-01,NAPROXEN Sus 125/5ml,,,,,,,,,SR-DB : Updated on 11/18/2024,132,Anti-inflammatory,naproxen 25 MG/ML Oral Suspension,Naproxen Sus 125/5Ml
97,97,PREDNISONETAB20MG,77993322- new,TRUE,30,2.14,0,,312615,TRUE,Inventory Database X,PREDNISONE,Tab,20,mg,Anti-inflammatory,12345-6789-01,PREDNISONE Tab 20mg,,,,,,,,,SR-DB : Updated on 11/18/2024,133,Anti-inflammatory,prednisone 20 MG Oral Tablet,Prednisone Tablet 20 Mg
98,98,PREDNISONETAB5MG,77993322- new,TRUE,30,1.83,0,,312617,TRUE,Inventory Database X,PREDNISONE,Tab,5,mg,Anti-inflammatory,12345-6789-01,PREDNISONE Tab 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,134,Anti-inflammatory,prednisone 5 MG Oral Tablet,Prednisone Tablet 5 Mg
99,99,ERGOT/CAFFENTAB1-100MG,77993322- new,TRUE,30,NC,NC,,91405,TRUE,Inventory Database X,ERGOT/CAFFEN,Tab,1-100,mg,Headaches,12345-6789-01,ERGOT/CAFFEN Tab 1-100mg,,,,,,,,,SR-DB : Updated on 11/18/2024,136,Headaches,ergot preparation,Ergot/Caffen Tablet 1-100 Mg
100,100,DRYSOLSOL20%,77993322- new,TRUE,,,,,206208,TRUE,Inventory Database X,DRYSOL,Sol,20,%,Hyperhydrosis,12345-6789-01,DRYSOL Sol 20%,,,,,,,,,SR-DB : Updated on 11/18/2024,139,Hyperhydrosis,aluminum chloride 200 MG/ML Topical Solution [Drysol],Drysol Solution 20%
101,101,FINASTERIDETAB1MG,77993322- new,TRUE,,,,,200172,TRUE,Inventory Database X,FINASTERIDE,Tab,1,mg,Hair loss,12345-6789-01,FINASTERIDE Tab 1mg,,,,,,,,,SR-DB : Updated on 11/18/2024,140,Hair loss,finasteride 1 MG Oral Tablet,Finasteride Tablet 1 Mg
102,102,MINOXIDILTAB2.5MG,77993322- new,TRUE,,,,,197987,TRUE,Inventory Database X,MINOXIDIL,Tab,2.5,mg,Hair loss,12345-6789-01,MINOXIDIL Tab 2.5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,141,Hair loss,minoxidil 2.5 MG Oral Tablet,Minoxidil Tablet 2.5 Mg
103,103,HYDROQUINONECRE4%,77993322- new,TRUE,,,,,197795,TRUE,Inventory Database X,HYDROQUINONE,Cre,4,%,Bleaching Cream,12345-6789-01,HYDROQUINONE Cre 4%,,,,,,,,,SR-DB : Updated on 11/18/2024,142,Bleaching Cream,hydroquinone 40 MG/ML Topical Cream,Hydroquinone Cream 4%
104,104,PERMETHRINCRE5%,77993322- new,TRUE,60,5.87,0,,106387,TRUE,Inventory Database X,PERMETHRIN,Cre,5,%,Scabies,12345-6789-01,PERMETHRIN Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,143,Scabies,permethrin 50 MG/ML Topical Cream,Permethrin Cream 5%
105,106,FOLICACIDTAB1MG,77993322- new,TRUE,30,NC,NC,,310410,TRUE,Inventory Database X,FOLIC ACID,Tab,1,mg,Other,12345-6789-01,FOLIC ACID Tab 1mg,,,,,,,,,SR-DB : Updated on 11/18/2024,145,Other,folic acid 1 MG Oral Tablet,Folic Acid Tablet 1 Mg
106,107,HYDROXYCHLORTAB200MG,77993322- new,TRUE,30,35.26,0,,979092,TRUE,Inventory Database X,HYDROXYCHLOR,Tab,200,mg,Other,12345-6789-01,HYDROXYCHLOR Tab 200mg,,,,,,,,,SR-DB : Updated on 11/18/2024,146,Other,hydroxychloroquine sulfate 200 MG Oral Tablet,Hydroxychlor Tablet 200 Mg
107,108,HYDROXYZHCLTAB10MG,77993322- new,TRUE,30,NC,NC,,995218,TRUE,Inventory Database X,HYDROXYZ HCL,Tab,10,mg,Other,12345-6789-01,HYDROXYZ HCL Tab 10mg,,,,,,,,,SR-DB : Updated on 11/18/2024,147,Other,hydroxyzine hydrochloride 10 MG Oral Tablet,Hydroxyz Hcl Tablet 10 Mg
108,109,HYDROXYZHCLTAB25MG,77993322- new,TRUE,30,NC,NC,,995258,TRUE,Inventory Database X,HYDROXYZ HCL,Tab,25,mg,Other,12345-6789-01,HYDROXYZ HCL Tab 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,148,Other,hydroxyzine hydrochloride 25 MG Oral Tablet,Hydroxyz Hcl Tablet 25 Mg
109,111,LIDOCORTCRE3-0.5%,77993322- new,TRUE,1,NC,NC,,1012235,TRUE,Inventory Database X,LIDOCORT,Cre,3-0.5,%,Other,12345-6789-01,LIDOCORT Cre 3-0.5%,,,,,,,,,SR-DB : Updated on 11/18/2024,150,Other,hydrocortisone acetate 5 MG/ML / lidocaine hydrochloride 30 MG/ML Rectal Cream,Lidocort Cream 3-0.5%
110,112,METHOTREXATETAB2.5MG,77993322- new,TRUE,85,NC,NC,,328407,TRUE,Inventory Database X,METHOTREXATE,Tab,2.5,mg,Other,12345-6789-01,METHOTREXATE Tab 2.5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,151,Other,methotrexate 2.5 MG,Methotrexate Tablet 2.5 Mg
111,113,PODOFILOXSOL0.5%,77993322- new,TRUE,30,44.44,0,,582926,TRUE,Inventory Database X,PODOFILOX,Sol,0.5,%,Other,12345-6789-01,PODOFILOX Sol 0.5%,,,,,,,,,SR-DB : Updated on 11/18/2024,152,Other,podofilox 5 MG/ML Topical Solution,Podofilox Solution 0.5%
112,114,SPIRONOLACTTAB50MG,77993322- new,TRUE,3.5,12.34,0,,198223,TRUE,Inventory Database X,SPIRONOLACT,Tab,50,mg,Other,12345-6789-01,SPIRONOLACT Tab 50mg,,,,,,,,,SR-DB : Updated on 11/18/2024,153,Other,spironolactone 50 MG Oral Tablet,Spironolact Tablet 50 Mg
113,115,DOXEPINHCLCRE5%,77993322- new,TRUE,30,3.92,0,,1000091,TRUE,Inventory Database X,DOXEPIN HCL,Cre,5,%,Other,12345-6789-01,DOXEPIN HCL Cre 5%,,,,,,,,,SR-DB : Updated on 11/18/2024,154,Other,doxepin hydrochloride 50 MG/ML Topical Cream,Doxepin Hcl Cream 5%
114,117,DOXYCYCMONOHYDRATECAP50MG,77993322- new,TRUE,45,NC,NC,,1649401,TRUE,Inventory Database X,DOXYCYC MONO,Cap,50,mg,ABX Orals,12345-6789-01,DOXYCYC MONO Cap 50mg,,,,,,,,,SR-DB : Updated on 11/18/2024,9,ABX Orals,doxycycline monohydrate 50 MG Oral Capsule,Doxycycline Monohydrate Capsule 50 Mg
116,119,CLINDAM/BENZGEL1.2-2.5%,77993322- new,TRUE,50,NC,NC,,1424013,TRUE,Inventory Database,CLIND/BENZ,Gel,1.2-3.75,%,Acne Topical ABX,51672-1403-04,CLIND/BENZ Gel 1.2-3.75%,100,50,$694.31 ,$130.00 ,8/29/2024,50,1,CLIND/BENZ GEL 1.2-3.75,SR-DB : Updated on 11/18/2024,230,Acne Topical ABX,benzoyl peroxide 30 MG/ML / salicylic acid 20 MG/ML / sulfur 20 MG/ML Medicated Shampoo [Vital-Benz],Clind/Benz Gel 1.2-3.75
117,120,CLINDAMY/BENGEL1-5%,77993322- new,TRUE,50,NC,NC,,358917,TRUE,Inventory Database X,CLINDAMY/BEN,Gel,5-Jan,%,Acne Topical ABX,12345-6789-01,CLINDAMY/BEN Gel 1-5%,,,,,,,,,SR-DB : Updated on 11/18/2024,34,Acne Topical ABX,benzoyl peroxide 0.05 MG/MG / clindamycin 0.01 MG/MG Topical Gel,Clindamy/Ben Gel 1-5%
118,121,SODIUMSULFA10%WASH,77993322- new,TRUE,480,NC,NC,,1006107,TRUE,Inventory Database,SODIUM SULFA,Wash,10,%,Anti-inflammatory,42192-0129-16,SODIUM SULFA Wash 10%,"7,680",480,$253.40 ,$35.00 ,10/16/2024,"1,440",3,SODIUM SULFA LIQ 10% WASH,SR-DB : Updated on 11/18/2024,344,Anti-inflammatory,sulfacetamide sodium 100 MG/ML Medicated Liquid Soap,Sodium Sulfa Liq 10% Wash
118,121,SODIUMSULFA10%WASH,77993322- new,TRUE,480,NC,NC,,1101603,TRUE,Inventory Database X,SODIUM SULFA,Wash,10,%,Facewash,12345-6789-01,SODIUM SULFA Wash 10%,,,,,,,,,SR-DB : Updated on 11/18/2024,51,Facewash,Supra Sulfa,Sodium Sulfa Wash 10%
121,125,BENZOYLPERLIQ10%WASH,77993322- new,TRUE,,,,,142034,TRUE,Inventory Database X,BENZOYL PER,Wash,10,%,Facewash,12345-6789-01,BENZOYL PER Wash 10%,,,,,,,,,SR-DB : Updated on 11/18/2024,47,Facewash,benzoyl peroxide 100 MG/ML Medicated Liquid Soap,Benzoyl Per Wash 10%
122,127,FLUOCINACETSOL0.01%,77993322- new,TRUE,,,,,1191299,TRUE,Inventory Database,FLUOCIN ACET,Solution,0.01,%,Corticosteroid,21922-0003-01,FLUOCIN ACET Solution 0.01%,"1,020",60,$187.50 ,$9.19 ,8/29/2024,540,7,FLUOCIN ACET SOL 0.01%,SR-DB : Updated on 11/18/2024,290,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Otic Solution,Fluocin Acetate Solution 0.01%
122,127,FLUOCINACETSOL0.01%,77993322- new,TRUE,,,,,1191307,TRUE,Inventory Database,FLUOCIN ACET,Oil,0.01,%,Corticosteroid,64980-0330-04,FLUOCIN ACET Oil 0.01%,"1,656",118.28,$220.75 ,$12.73 ,8/29/2024,"2,720",23,FLUOCIN ACET OIL 0.01% SC,SR-DB : Updated on 11/18/2024,288,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Topical Oil,Fluocin Acetate Oil 0.01% Sc
122,127,FLUOCINACETSOL0.01%,77993322- new,TRUE,,,,,1191302,TRUE,Inventory Database,FLUOCIN ACET,Cream,0.01,%,Corticosteroid,00713-0223-60,FLUOCIN ACET Cream 0.01%,180,60,$133.96 ,$62.00 ,5/21/2024,240,2,FLUOCIN ACET CRE 0.01%,SR-DB : Updated on 11/18/2024,287,Corticosteroid,fluocinolone acetonide 0.1 MG/ML Topical Cream,Fluocin Acetate Cream 0.01%
125,128,HYDROCORTISOCRE2.5%,77993322- new,TRUE,,,,,310891,TRUE,Inventory Database X,HYDROCORTISO,Cre,2.5,%,Medium Potency Topical Steroid,12345-6789-01,HYDROCORTISO Cre 2.5%,,,,,,,,,SR-DB : Updated on 11/18/2024,83,Medium Potency Topical Steroid,hydrocortisone 25 MG/ML Topical Cream,Hydrocortiso Cream 2.5%
127,130,TRIAMCINOLONCRE0.1%,77993322- new,TRUE,,,,,1014314,TRUE,Inventory Database X,TRIAMCINOLON,Cre,0.1,%,Low Potency Topical Steroid,12345-6789-01,TRIAMCINOLON Cre 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,91,Low Potency Topical Steroid,triamcinolone acetonide 1 MG/ML Topical Cream,Triamcinolon Cream 0.1%
129,132,PIMECROLIMUSCRE1%,77993322- new,TRUE,,,,,562806,TRUE,Inventory Database X,PIMECROLIMUS,Cre,1,%,Non-Ster Anti-Inflam,12345-6789-01,PIMECROLIMUS Cre 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,94,Non-Ster Anti-Inflam,pimecrolimus 10 MG/ML Topical Cream,Pimecrolimus Cream 1%
130,133,TACROLIMUSOIN0.03%,77993322- new,TRUE,,,,,313189,TRUE,Inventory Database X,TACROLIMUS,Oin,0.03,%,Non-Ster Anti-Inflam,12345-6789-01,TACROLIMUS Oin 0.03%,,,,,,,,,SR-DB : Updated on 11/18/2024,95,Non-Ster Anti-Inflam,tacrolimus 0.0003 MG/MG Topical Ointment,Tacrolimus Oin 0.03%
131,134,TACROLIMUSOIN0.1%,77993322- new,TRUE,,,,,314266,TRUE,Inventory Database X,TACROLIMUS,Oin,0.1,%,Non-Ster Anti-Inflam,12345-6789-01,TACROLIMUS Oin 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,96,Non-Ster Anti-Inflam,tacrolimus 0.001 MG/MG Topical Ointment,Tacrolimus Oin 0.1%
132,135,CALCIPOTRIENCRE0.005%,77993322- new,TRUE,,,,,313921,TRUE,Inventory Database X,CALCIPOTRIEN,Cre,0.005,%,Keratolytic,12345-6789-01,CALCIPOTRIEN Cre 0.005%,,,,,,,,,SR-DB : Updated on 11/18/2024,98,Keratolytic,calcipotriene 0.05 MG/ML Topical Cream,Calcipotrien Cream 0.005%
132,135,CALCIPOTRIENCRE0.005%,77993322- new,TRUE,,,,,198373,TRUE,Inventory Database X,CALCIPOTRIEN,Oin,0.005,%,Keratolytic,12345-6789-01,CALCIPOTRIEN Oin 0.005%,,,,,,,,,SR-DB : Updated on 11/18/2024,99,Keratolytic,calcipotriene 0.00005 MG/MG Topical Ointment,Calcipotrien Oin 0.005%
134,137,CALCIPOTRIENOINBETAMETH,77993322- new,TRUE,,,,,393355,TRUE,Inventory Database X,CALCIPOTRIEN BETAMETH,Oin,,,Keratolytic,12345-6789-01,CALCIPOTRIEN BETAMETH Oin,,,,,,,,,SR-DB : Updated on 11/18/2024,101,Keratolytic,betamethasone / calcipotriene Topical Ointment,Calcipotrien Betameth Oin
135,138,KETOCONAZOLEAER2%,77993322- new,TRUE,,,,,203088,TRUE,Inventory Database X,KETOCONAZOLE,Sha,2,%,Anti-fungal,12345-6789-01,KETOCONAZOLE Sha 2%,,,,,,,,,SR-DB : Updated on 11/18/2024,53,Anti-fungal,ketoconazole 20 MG/ML Topical Cream,Ketoconazole Sha 2%
136,139,OXICONAZOLECRENITRATE,77993322- new,TRUE,,,,,56226,TRUE,Inventory Database,OXICONAZOLE,Cream,0,,Antifungal,51672-1359-03,OXICONAZOLE Cream 0,"-1,830",60,$623.75 ,$138.99 ,8/29/2024,"4,350",71,OXICONAZOLE CRE NITRATE,SR-DB : Updated on 11/18/2024,333,Antifungal,oxiconazole nitrate,Oxiconazole Cream Nitrate
136,139,OXICONAZOLECRENITRATE,77993322- new,TRUE,,,,,377915,TRUE,Inventory Database X,OXICONAZOLE,Cre,,,Anti-fungal,12345-6789-01,OXICONAZOLE Cre,,,,,,,,,SR-DB : Updated on 11/18/2024,110,Anti-fungal,oxiconazole Topical Cream,Oxiconazole Cream
139,141,CETIRIZINETAB5MG,77993322- new,TRUE,,,,,1014676,TRUE,Inventory Database X,CETIRIZINE,Tab,5,mg,Antihistamines,12345-6789-01,CETIRIZINE Tab 5mg,,,,,,,,,SR-DB : Updated on 11/18/2024,124,Antihistamines,cetirizine hydrochloride 5 MG Oral Tablet,Cetirizine Tablet 5 Mg
141,143,CETIRIZINETAB10MG,77993322- new,TRUE,,,,,1014678,TRUE,Inventory Database X,CETIRIZINE,Tab,10,mg,Antihistamines,12345-6789-01,CETIRIZINE Tab 10mg,,,,,,,,,SR-DB : Updated on 11/18/2024,123,Antihistamines,cetirizine hydrochloride 10 MG Oral Tablet,Cetirizine Tablet 10 Mg
142,144,LORATADINETAB10MG,77993322- new,TRUE,,,,,311372,TRUE,Inventory Database X,LORATADINE,Tab,10,mg,Antihistamines,12345-6789-01,LORATADINE Tab 10mg,,,,,,,,,SR-DB : Updated on 11/18/2024,127,Antihistamines,loratadine 10 MG Oral Tablet,Loratadine Tablet 10 Mg
143,146,LOFENATAB25MG,77993322- new,TRUE,,,,,2584350,TRUE,Inventory Database X,LOFENA,Tab,25,mg,Anti-inflammatory,12345-6789-01,LOFENA Tab 25mg,,,,,,,,,SR-DB : Updated on 11/18/2024,129,Anti-inflammatory,diclofenac potassium 25 MG Oral Tablet [Lofena],Lofena Tablet 25 Mg
145,148,AMMONIUMLACLOT12%,77993322- new,TRUE,,,,,351312,TRUE,Inventory Database X,Ammonium lac,Lot,12,%,Moisturizer,12345-6789-01,Ammonium lac Lot 12%,,,,,,,,,SR-DB : Updated on 11/18/2024,137,Moisturizer,ammonium lactate 120 MG/ML Topical Lotion [Laclotion],Ammonium Lac Lotion 12%
151,159,CLEMASTINE,77993322- new,TRUE,,,,,2578,TRUE,Inventory Database X,CLEMASTINE,Syp,N/A ,,Antihistamines,12345-6789-01,CLEMASTINE Syp N/A ,,,,,,,,,SR-DB : Updated on 11/18/2024,125,Antihistamines,clemastine,Clemastine Syp N/A
1,1,METRONIDAZOLGEL1%,ADV-RX6241,TRUE,55,87.9,5,,577237,TRUE,Inventory Database X,METRONIDAZOL,Gel,1,%,Biopsy Topical ABX,12345-6789-01,METRONIDAZOL Gel 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,30,Biopsy Topical ABX,metronidazole 0.01 MG/MG Topical Gel,Metronidazol Gel 1%
2,3,CLINDAMYCINLOT1%,ADV-RX6241,TRUE,60,16.3,20,,197519,TRUE,Inventory Database X,CLINDAMYCIN,Lot,1,%,Acne Topical ABX,12345-6789-01,CLINDAMYCIN Lot 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,36,Acne Topical ABX,clindamycin 10 MG/ML Topical Lotion,Clindamycin Lotion 1%
3,4,CLINDAMYCINSOL1%,ADV-RX6241,TRUE,60,4.78,5,,309333,TRUE,Inventory Database X,CLINDAMYCIN,Sol,1,%,Acne Topical ABX,12345-6789-01,CLINDAMYCIN Sol 1%,,,,,,,,,SR-DB : Updated on 11/18/2024,37,Acne Topical ABX,clindamycin 10 MG/ML Topical Solution,Clindamycin Solution 1%
4,5,METRONIDAZOLCRE0.75%,ADV-RX6241,TRUE,45,4.89,16.78,,311678,TRUE,Inventory Database X,METRONIDAZOL,Cre,0.75,%,Biopsy Topical ABX,12345-6789-01,METRONIDAZOL Cre 0.75%,,,,,,,,,SR-DB : Updated on 11/18/2024,28,Biopsy Topical ABX,metronidazole 7.5 MG/ML Topical Cream,Metronidazol Cream 0.75%
5,6,METRONIDAZOLGEL0.75%,ADV-RX6241,TRUE,45,4.49,12.15,,311679,TRUE,Inventory Database X,METRONIDAZOL,Gel,0.75,%,Biopsy Topical ABX,12345-6789-01,METRONIDAZOL Gel 0.75%,,,,,,,,,SR-DB : Updated on 11/18/2024,29,Biopsy Topical ABX,metronidazole 0.0075 MG/MG Topical Gel,Metronidazol Gel 0.75%
6,7,HYDROCORTISOLOT0.1%,ADV-RX6241,TRUE,59,NC,NC,,103403,TRUE,Inventory Database X,HYDROCORTISO,Lot,0.1,%,Scalp Topical Steroids,12345-6789-01,HYDROCORTISO Lot 0.1%,,,,,,,,,SR-DB : Updated on 11/18/2024,65,Scalp Topical Steroids,hydrocortisone 10 MG/ML Topical Lotion,Hydrocortiso Lotion 0.1%
7,8,FLURANDRENOLLOT0.05%,ADV-RX6241,TRUE,120,NC,NC,,197719,TRUE,Inventory Database X,FLURANDRENOL,Lot,0.05,%,Scalp Topical Steroids,12345-6789-01,FLURANDRENOL Lot 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,64,Scalp Topical Steroids,flurandrenolide 0.5 MG/ML Topical Lotion,Flurandrenol Lotion 0.05%
8,9,DESONIDELOT0.05%,ADV-RX6241,TRUE,59,73.28,10,,197572,TRUE,Inventory Database X,DESONIDE,Lot,0.05,%,Scalp Topical Steroids,12345-6789-01,DESONIDE Lot 0.05%,,,,,,,,,SR-DB : Updated on 11/18/2024,60,Scalp Topical Steroids,desonide 0.5 MG/ML Topical Lotion,Desonide Lotion 0.05%
9,13,CROTANLOT10%,ADV-RX6241,TRUE,237,NC,NC,,2049603,TRUE,Inventory Database X,CROTAN,Lot,10,%,Non-Ster Anti-Inflam,12345-6789-01,CROTAN Lot 10%,,,,,,,,,SR-DB : Updated on 11/18/2024,93,Non-Ster Anti-Inflam,crotamiton 100 MG/ML Topical Lotion [Crotan],Crotan Lotion 10%
12,16,DOXYCYCLINETAB75MG,ADV-RX6241,TRUE,30,167.65,55,,350481,TRUE,Inventory Database X,DOXYCYCLINE Hyclate,Tab,75,mg,ABX Orals,12345-6789-01,DOXYCYCLINE Hyclate Tab 75mg,,,,,,,,,SR-DB : Updated on 11/18/2024,5,ABX Orals,doxycycline 75 MG,Doxycycline Hydrochloride Tablet 75 Mg
12,16,DOXYCYCLINETAB75MG,ADV-RX6241,TRUE,30,167.65,55,,1649429,TRUE,Inventory Database X,DOXYCYC MONO,Tab,75,mg,ABX Orals,12345-6789-01,DOXYCYC MONO Tab 75mg,,,,,,,,,SR-DB : Updated on 11/18/2024,4,ABX Orals,doxycycline monohydrate 75 MG Oral Tablet,Doxycycline Monohydrate Tablet 75 Mg
14,17,DOXYCYCLINETAB150MG,ADV-RX6241,TRUE,30,145.63,55,,1650444,TRUE,Inventory Database X,DOXYCYC MONO,Tab,150,mg,ABX Orals,12345-6789-01,DOXYCYC MONO Tab 150mg,,,,,,,,,SR-DB : Updated on 11/18/2024,6,ABX Orals,doxycycline monohydrate 150 MG Oral Tablet,Doxycycline Monohydrate Tablet 150 Mg
15,18,CEPHALEXINCAP500MG,ADV-RX6241,TRUE,30,-1.51,2.09,,309114,TRUE,Inventory Database X,CEPHALEXIN,Cap,500,mg,ABX Orals,12345-6789-01,CEPHALEXIN Cap 500mg,,,,,,,,,SR-DB : Updated on 11/18/2024,8,ABX Orals,cephalexin 500 MG Oral Capsule,Cephalexin Capsule 500 Mg
16,20,MINOCYCLINECAP100MG,ADV-RX6241,TRUE,30,-0.77,5.99,,197984,TRUE,Inventory Database X,MINOCYCLINE,Cap,100,mg,ABX Orals,12345-6789-01,MINOCYCLINE Cap 100mg,,,,,,,,,SR-DB : Updated on 11/18/2024,13,ABX Orals,minocycline 100 MG Oral Capsule,Minocycline Capsule 100 Mg
17,21,AMNESTEEMCAP20MG,ADV-RX6241,TRUE,,,,,404061,TRUE,Inventory Database X,AMNESTEEM,Cap,20,mg,Accutane,12345-6789-01,AMNESTEEM Cap 20mg,,,,,,,,,SR-DB : Updated on 11/18/2024,22,Accutane,isotretinoin 20 MG Oral Capsule [Amnesteem],Amnesteem Capsule 20 Mg
17,21,AMNESTEEMCAP20MG,ADV-RX6241,TRUE,,,,,404064,TRUE,Inventory Database X,AMNESTEEM,Cap,40,mg,Accutane,12345-6789-01,AMNESTEEM Cap 40mg,,,,,,,,,SR-DB : Updated on 11/18/2024,23,Accutane,isotretinoin 40 MG Oral Capsule [Amnesteem],Amnesteem Capsule 40 Mg
