Index,ID,Drug,Insurance,Quantity,Net,Copay,Covered,Rxcui,Class,NDC,In Stock,Pack Size,AWP,ACQ,Price Update,Units Qty,Scripts,Db Status,RxNorm Name,Cleaned Up Drug Name
125,128,HYDROCORTISO Cre 2.5%,77993322- new,,,,,310891,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydrocortisone 25 MG/ML Topical Cream,Hydrocortiso Cream 2.5%
127,130,TRIAMCINOLON Cre 0.1%,77993322- new,,,,,1014314,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,triamcinolone acetonide 1 MG/ML Topical Cream,Triamcinolon Cream 0.1%
129,132,PIMECROLIMUS Cre 1%,77993322- new,,,,,562806,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,pimecrolimus 10 MG/ML Topical Cream,Pimecrolimus Cream 1%
130,133,TACROLIMUS Oin 0.03%,77993322- new,,,,,313189,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.0003 MG/MG Topical Ointment,Tacrolimus Oin 0.03%
131,134,TACROLIMUS Oin 0.1%,77993322- new,,,,,314266,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.001 MG/MG Topical Ointment,Tacrolimus Oin 0.1%
132,135,CALCIPOTRIEN Cre 0.005%,77993322- new,,,,,313921,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.05 MG/ML Topical Cream,Calcipotrien Cream 0.005%
132,135,CALCIPOTRIEN Oin 0.005%,77993322- new,,,,,198373,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.00005 MG/MG Topical Ointment,Calcipotrien Oin 0.005%
134,137,CALCIPOTRIEN BETAMETH Oin,77993322- new,,,,,393355,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone / calcipotriene Topical Ointment,Calcipotrien Betameth Oin
135,138,KETOCONAZOLE Sha 2%,77993322- new,,,,,203088,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ketoconazole 20 MG/ML Topical Cream,Ketoconazole Sha 2%
136,139,OXICONAZOLE Cream 0,77993322- new,,,,,56226,Antifungal,51672-1359-03,"-1,830",60,$623.75 ,$138.99 ,8/29/2024,"4,350",71,SR-DB : Updated on 11/18/2024,oxiconazole nitrate,Oxiconazole Cream Nitrate
136,139,OXICONAZOLE Cre,77993322- new,,,,,377915,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,oxiconazole Topical Cream,Oxiconazole Cream
139,141,CETIRIZINE Tab 5mg,77993322- new,,,,,1014676,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,cetirizine hydrochloride 5 MG Oral Tablet,Cetirizine Tablet 5 Mg
141,143,CETIRIZINE Tab 10mg,77993322- new,,,,,1014678,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,cetirizine hydrochloride 10 MG Oral Tablet,Cetirizine Tablet 10 Mg
142,144,LORATADINE Tab 10mg,77993322- new,,,,,311372,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,loratadine 10 MG Oral Tablet,Loratadine Tablet 10 Mg
143,146,LOFENA Tab 25mg,77993322- new,,,,,2584350,Anti-inflammatory,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diclofenac potassium 25 MG Oral Tablet [Lofena],Lofena Tablet 25 Mg
145,148,Ammonium lac Lot 12%,77993322- new,,,,,351312,Moisturizer,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ammonium lactate 120 MG/ML Topical Lotion [Laclotion],Ammonium Lac Lotion 12%
151,159,CLEMASTINE Syp N/A ,77993322- new,,,,,2578,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clemastine,Clemastine Syp N/A
1,1,METRONIDAZOL Gel 1%,ADV-RX6241,55,87.9,5,,577237,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,metronidazole 0.01 MG/MG Topical Gel,Metronidazol Gel 1%
2,3,CLINDAMYCIN Lot 1%,ADV-RX6241,60,16.3,20,,197519,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clindamycin 10 MG/ML Topical Lotion,Clindamycin Lotion 1%
3,4,CLINDAMYCIN Sol 1%,ADV-RX6241,60,4.78,5,,309333,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clindamycin 10 MG/ML Topical Solution,Clindamycin Solution 1%
4,5,METRONIDAZOL Cre 0.75%,ADV-RX6241,45,4.89,16.78,,311678,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,metronidazole 7.5 MG/ML Topical Cream,Metronidazol Cream 0.75%
5,6,METRONIDAZOL Gel 0.75%,ADV-RX6241,45,4.49,12.15,,311679,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,metronidazole 0.0075 MG/MG Topical Gel,Metronidazol Gel 0.75%
6,7,HYDROCORTISO Lot 0.1%,ADV-RX6241,59,NC,NC,,103403,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydrocortisone 10 MG/ML Topical Lotion,Hydrocortiso Lotion 0.1%
7,8,FLURANDRENOL Lot 0.05%,ADV-RX6241,120,NC,NC,,197719,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,flurandrenolide 0.5 MG/ML Topical Lotion,Flurandrenol Lotion 0.05%
8,9,DESONIDE Lot 0.05%,ADV-RX6241,59,73.28,10,,197572,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desonide 0.5 MG/ML Topical Lotion,Desonide Lotion 0.05%
9,13,CROTAN Lot 10%,ADV-RX6241,237,NC,NC,,2049603,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,crotamiton 100 MG/ML Topical Lotion [Crotan],Crotan Lotion 10%
12,16,DOXYCYCLINE Hyclate Tab 75mg,ADV-RX6241,30,167.65,55,,350481,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline 75 MG,Doxycycline Hydrochloride Tablet 75 Mg
12,16,DOXYCYC MONO Tab 75mg,ADV-RX6241,30,167.65,55,,1649429,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline monohydrate 75 MG Oral Tablet,Doxycycline Monohydrate Tablet 75 Mg
14,17,DOXYCYC MONO Tab 150mg,ADV-RX6241,30,145.63,55,,1650444,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,doxycycline monohydrate 150 MG Oral Tablet,Doxycycline Monohydrate Tablet 150 Mg
15,18,CEPHALEXIN Cap 500mg,ADV-RX6241,30,-1.51,2.09,,309114,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,cephalexin 500 MG Oral Capsule,Cephalexin Capsule 500 Mg
16,20,MINOCYCLINE Cap 100mg,ADV-RX6241,30,-0.77,5.99,,197984,ABX Orals,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,minocycline 100 MG Oral Capsule,Minocycline Capsule 100 Mg
17,21,AMNESTEEM Cap 20mg,ADV-RX6241,,,,,404061,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 20 MG Oral Capsule [Amnesteem],Amnesteem Capsule 20 Mg
17,21,AMNESTEEM Cap 40mg,ADV-RX6241,,,,,404064,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 40 MG Oral Capsule [Amnesteem],Amnesteem Capsule 40 Mg
19,23,ISOTRETINOIN Cap 30mg,ADV-RX6241,,,,,403930,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 30 MG Oral Capsule,Isotretinoin Capsule 30 Mg
20,24,ZENATANE Cap 10mg,ADV-RX6241,,,,,1373333,Accutane,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,isotretinoin 10 MG Oral Capsule [Zenatane],Zenatane Capsule 10 Mg
20,24,ZENATANE Capsule 30mg,ADV-RX6241,,,,,1605088,Acne Treatment,55111-0113-81,270,30,$744.86 ,$47.49 ,8/16/2023,540,17,SR-DB : Updated on 11/18/2024,isotretinoin 30 MG Oral Capsule [Zenatane],Zenatane 30 Mg Capsule
22,25,IVERMECTIN Cre 1%,ADV-RX6241,45,NC,NC,,1598068,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ivermectin 10 MG/ML Topical Cream,Ivermectin Cream 1%
23,26,ERY/BENZOYL Gel 5-3%,ADV-RX6241,,,,,244374,Acne Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,benzoyl peroxide 0.05 MG/MG / erythromycin 0.03 MG/MG Topical Gel,Ery/Benzoyl Gel 5-3%
24,27,MUPIROCIN Cre 2%,ADV-RX6241,30,NC,NC,,311877,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,mupirocin 20 MG/ML Topical Cream,Mupirocin Cream 2%
24,27,MUPIROCIN Oin 2%,ADV-RX6241,30,NC,NC,,106346,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,mupirocin 0.02 MG/MG Topical Ointment,Mupirocin Oin 2%
26,28,GENTAMICIN Cre 0.1%,ADV-RX6241,30,7.02,17.82,,197735,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,gentamicin 1 MG/ML Topical Cream,Gentamicin Cream 0.1%
26,28,GENTAMICIN Oin 0.1%,ADV-RX6241,30,7.02,17.82,,310465,Biopsy Topical ABX,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,gentamicin 0.001 MG/MG Topical Ointment,Gentamicin Oin 0.1%
28,30,BENZOYL PER Wash 10%,ADV-RX6241,142,NC,NC,,142034,Facewash,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,benzoyl peroxide 100 MG/ML Medicated Liquid Soap,Benzoyl Per Wash 10%
32,34,CICLOPIROX Sha 1%,ADV-RX6241,120,4.18,10,,250344,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ciclopirox 10 MG/ML Medicated Shampoo,Ciclopirox Sha 1%
33,35,KETOCONAZOLE Sha 2%,ADV-RX6241,120,0.04,6.29,,203088,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ketoconazole 20 MG/ML Topical Cream,Ketoconazole Sha 2%
34,36,CLOBETASOL Ointment 0.05%,ADV-RX6241,118,58.21,0,,861448,High Potency Steroid,21922-0017-07,"1,020",60,$498.72 ,$3.95 ,3/20/2024,900,13,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.0005 MG/MG Topical Ointment,Clobetasol Oin 0.05%
34,36,CLOBETASOL Sol 0.05%,ADV-RX6241,118,58.21,0,,861487,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.5 MG/ML Topical Solution,Clobetasol Solution 0.05%
34,36,CLOBETASOL Foam 0.05%,ADV-RX6241,118,58.21,0,,861353,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.5 MG/ML Topical Foam,Clobetasol Foam 0.05%
34,36,CLOBETASOL Gel 0.05%,ADV-RX6241,118,58.21,0,,861434,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.0005 MG/MG Topical Gel,Clobetasol Gel 0.05%
38,40,BETAMETH DIP Lot 0.05%,ADV-RX6241,30,-8.01,0,,308715,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion,Betameth Dip Lotion 0.05%
38,40,CLOTRIM/BETA DIPROP Lotion%,ADV-RX6241,30,-8.01,0,,377661,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clotrimazole Topical Lotion,Clotrim/Beta Diprop Lotion%
40,41,FLUOCIN ACET Solution 0.01%,ADV-RX6241,118.28,,,,1191299,Corticosteroid,21922-0003-01,"1,020",60,$187.50 ,$9.19 ,8/29/2024,540,7,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Otic Solution,Fluocin Acetate Solution 0.01%
40,41,FLUOCIN ACET Oil,ADV-RX6241,118.28,,,,385106,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluocinolone Topical Oil,Fluocin Acetate Oil
40,41,FLUOCIN ACET Oil 0.01%,ADV-RX6241,118.28,,,,1191307,Corticosteroid,64980-0330-04,"1,656",118.28,$220.75 ,$12.73 ,8/29/2024,"2,720",23,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Topical Oil,Fluocin Acetate Oil 0.01% Sc
43,42,FLUOCINONIDE Cre 0.05%,ADV-RX6241,60,,,,103456,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluocinonide 0.5 MG/ML Topical Cream,Fluocinonide Cream 0.05%
44,43,BETAMETH DIP Lot 0.05%,ADV-RX6241,60,-2.73,10.26,,308715,Scalp Topical Steroids,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Lotion,Betameth Dip Lotion 0.05%
44,43,AUG BETAMET Cre 0.05%,ADV-RX6241,60,-2.73,10.26,,238920,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML Topical Cream,Aug Betamet Cream 0.05%
44,43,CLOTRIM/BETA Cream 1-0.05%,ADV-RX6241,60,-2.73,10.26,,308714,Antifungal Combo,16714-0496-02,180,45,$71.42 ,$3.16 ,4/24/2024,315,4,SR-DB : Updated on 11/18/2024,betamethasone 0.5 MG/ML / clotrimazole 10 MG/ML Topical Cream,Clotrim/Beta Cream 1-0.05%
49,45,TAZAROTENE Cre 0.1%,ADV-RX6241,30,-4.74,15,,313200,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tazarotene 1 MG/ML Topical Cream,Tazarotene Cream 0.1%
50,46,AZELAIC ACID Gel 15%,ADV-RX6241,50,20.73,15,,1041518,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,azelaic acid 0.15 MG/MG Topical Gel,Azelaic Acid Gel 15%
51,47,TRETINOIN Cre 0.025%,ADV-RX6241,20,2.19,11.68,,106302,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tretinoin 0.25 MG/ML Topical Cream,Tretinoin Cream 0.025%
52,49,TRETINOIN Cre 0.1%,ADV-RX6241,45,36.79,0,,198300,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tretinoin 1 MG/ML Topical Cream,Tretinoin Cream 0.1%
53,50,TRETINOIN Gel 0.05%,ADV-RX6241,45,NC,NC,,245723,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tretinoin 0.0005 MG/MG Topical Gel,Tretinoin Gel 0.05%
54,51,ADAPALENE Gel 0.3%,ADV-RX6241,45,-0.43,10,,722111,Retinoids: Exfoliant,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,adapalene 0.003 MG/MG Topical Gel,Adapalene Gel 0.3%
55,52,AMCINONIDE Cream 0.1%,ADV-RX6241,60,NC,NC,,197327,Medium Potency Steroid,74157-0006-60,-120,60,"$2,289.63 ",$710.00 ,8/30/2024,"4,620",43,SR-DB : Updated on 11/18/2024,amcinonide 1 MG/ML Topical Cream,Amcinonide Cream 0.1%
56,53,DIFLORASONE Oin 0.05%,ADV-RX6241,60,NC,NC,,966607,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diflorasone diacetate 0.0005 MG/MG Topical Ointment,Diflorasone Oin 0.05%
56,53,DIFLORASONE Cre 0.05%,ADV-RX6241,60,NC,NC,,966577,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diflorasone diacetate 0.5 MG/ML Topical Cream,Diflorasone Cream 0.05%
58,55,HALOBETASOL Oin 0.05%,ADV-RX6241,50,0.76,10,,977978,High Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,halobetasol propionate 0.0005 MG/MG Topical Ointment,Halobetasol Oin 0.05%
58,55,CLOBETASOL Ointment 0.05%,ADV-RX6241,50,0.76,10,,861448,High Potency Steroid,21922-0017-07,"1,020",60,$498.72 ,$3.95 ,3/20/2024,900,13,SR-DB : Updated on 11/18/2024,clobetasol propionate 0.0005 MG/MG Topical Ointment,Clobetasol Oin 0.05%
61,59,DESOXIMETAS Oin 0.05%,ADV-RX6241,60,153.62,10,,141850,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desoximetasone 0.0005 MG/MG Topical Ointment,Desoximetas Oin 0.05%
62,60,HALCINONIDE Cre 0.1%,ADV-RX6241,60,DC,DC,,103467,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,halcinonide 1 MG/ML Topical Cream,Halcinonide Cream 0.1%
63,61,FLUOCIN ACET Cream 0.01%,ADV-RX6241,60,,,,1191302,Corticosteroid,00713-0223-60,180,60,$133.96 ,$62.00 ,5/21/2024,240,2,SR-DB : Updated on 11/18/2024,fluocinolone acetonide 0.1 MG/ML Topical Cream,Fluocin Acetate Cream 0.01%
64,62,MOMETASONE Cre 0.1%,ADV-RX6241,45,2.67,7.17,,311753,Medium Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,mometasone furoate 1 MG/ML Topical Cream,Mometasone Cream 0.1%
65,63,DESONIDE Cre 0.05%,ADV-RX6241,60,25.23,10,,349351,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desonide 0.5 MG/ML Topical Cream,Desonide Cream 0.05%
66,64,DESONIDE Oin 0.05%,ADV-RX6241,60,22.91,10,,204135,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,desonide 0.0005 MG/MG Topical Ointment,Desonide Oin 0.05%
67,65,ALCLOMETASON Cre 0.05%,ADV-RX6241,45,12.85,5,,855474,Low Potency Topical Steroid,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,alclometasone dipropionate 0.5 MG/ML Topical Cream,Alclometason Cream 0.05%
68,66,PIMECROLIMUS Cre 1%,ADV-RX6241,100,-2.6,30,,562806,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,pimecrolimus 10 MG/ML Topical Cream,Pimecrolimus Cream 1%
69,67,TACROLIMUS Oin 0.03%,ADV-RX6241,100,NC,NC,,313189,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.0003 MG/MG Topical Ointment,Tacrolimus Oin 0.03%
69,67,TACROLIMUS Oin 0.1%,ADV-RX6241,100,NC,NC,,314266,Non-Ster Anti-Inflam,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tacrolimus 0.001 MG/MG Topical Ointment,Tacrolimus Oin 0.1%
71,69,SALICYLIC Oint 3%,ADV-RX6241,30,NC,NC,,312888,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,salicylic acid 0.03 MG/MG Topical Ointment,Salicylic Ointment 3%
72,70,CALCIPOTRIEN Cre 0.005%,ADV-RX6241,60,-0.42,5,,313921,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.05 MG/ML Topical Cream,Calcipotrien Cream 0.005%
72,70,CALCIPOTRIEN Oin 0.005%,ADV-RX6241,60,-0.42,5,,198373,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,calcipotriene 0.00005 MG/MG Topical Ointment,Calcipotrien Oin 0.005%
74,72,CALCIPOTRIEN BETAMETH Oin,ADV-RX6241,60,32.61,35,,393355,Keratolytic,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,betamethasone / calcipotriene Topical Ointment,Calcipotrien Betameth Oin
76,74,NAFTIFINE Cre 2%,ADV-RX6241,60,-4.18,35,,1246096,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,naftifine hydrochloride 20 MG/ML Topical Cream,Naftifine Cream 2%
77,75,KETOCONAZOLE Foam 2%,ADV-RX6241,100,117.51,35,,728550,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ketoconazole 20 MG/ML Topical Foam,Ketoconazole Foam 2%
78,76,CICLOPIROX Cre 0.77%,ADV-RX6241,90,-2.26,5,,309289,Anti-fungal,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ciclopirox 7.7 MG/ML Topical Cream,Ciclopirox Cream 0.77%
80,81,TAVABOROLE Sol 5%,ADV-RX6241,10,NC,NC,,1543177,Anti-fungal Nail,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,tavaborole 43.5 MG/ML Topical Solution,Tavaborole Solution 5%
81,82,CICLOPIROX Sol 8%,ADV-RX6241,,,,,309291,Anti-fungal Nail,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ciclopirox 80 MG/ML Topical Solution,Ciclopirox Solution 8%
82,83,TERBINAFINE Tab 250mg,ADV-RX6241,,,,,329055,Anti-fungal Oral,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,terbinafine 250 MG,Terbinafine Tablet 250 Mg
83,84,FLUCONAZOLE Tab 100mg,ADV-RX6241,,,,,197698,Anti-fungal Oral,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluconazole 100 MG Oral Tablet,Fluconazole Tablet 100 Mg
84,85,FLUCONAZOLE Tab 200mg,ADV-RX6241,,,,,197700,Anti-fungal Oral,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluconazole 200 MG Oral Tablet,Fluconazole Tablet 200 Mg
85,86,FLUOROURACIL Cre 5%,ADV-RX6241,40,28.84,5,,105583,Chemo Cream,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,fluorouracil 50 MG/ML Topical Cream,Fluorouracil Cream 5%
86,87,IMIQUIMOD Cre 3.75%,ADV-RX6241,,,,,967017,Chemo Cream,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,imiquimod 37.5 MG/ML Topical Cream,Imiquimod Cream 3.75%
87,88,IMIQUIMOD Cre 5%,ADV-RX6241,24,1.4,5,,310982,Chemo Cream,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,imiquimod 50 MG/ML Topical Cream,Imiquimod Cream 5%
88,89,ACYCLOVIR Oin 5%,ADV-RX6241,30,93.87,5,,197312,Antiviral,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,acyclovir 0.05 MG/MG Topical Ointment,Acyclovir Oin 5%
89,90,VALACYCLOVIR Tab 1gm,ADV-RX6241,,,,,313564,Antiviral,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,valacyclovir 1000 MG Oral Tablet,Valacyclovir Tablet 1Gm
90,91,VALACYCLOVIR Tab 500mg,ADV-RX6241,,,,,330526,Antiviral,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,valacyclovir 500 MG,Valacyclovir Tablet 500 Mg
91,92,CLEMASTINE Syp N/A ,ADV-RX6241,120,NC,NC,,2578,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,clemastine,Clemastine Syp N/A
92,93,LEVOCETIRIZI Tab 5mg,ADV-RX6241,30,8.68,5,,855172,Antihistamines,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,levocetirizine dihydrochloride 5 MG Oral Tablet,Levocetirizi Tablet 5 Mg
93,94,DICLOFENAC Tab 25mg,ADV-RX6241,120,NC,NC,,2670401,Anti-inflammatory,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diclofenac 25 MG,Diclofenac Tablet 25 Mg
93,94,DICLOFENAC Cap 25mg,ADV-RX6241,120,NC,NC,,858342,Anti-inflammatory,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,diclofenac 25 MG Oral Capsule,Diclofenac Capsule 25 Mg
95,95,MELOXICAM Cap 5mg,ADV-RX6241,30,NC,NC,,1722349,Anti-inflammatory,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,meloxicam 5 MG Oral Capsule,Meloxicam Capsule 5 Mg
96,96,NAPROXEN Sus 125/5ml,ADV-RX6241,473,DC,DC,,311913,Anti-inflammatory,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,naproxen 25 MG/ML Oral Suspension,Naproxen Sus 125/5Ml
97,97,PREDNISONE Tab 20mg,ADV-RX6241,30,0.75,1.93,,312615,Anti-inflammatory,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,prednisone 20 MG Oral Tablet,Prednisone Tablet 20 Mg
98,98,PREDNISONE Tab 5mg,ADV-RX6241,30,0.15,0.84,,312617,Anti-inflammatory,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,prednisone 5 MG Oral Tablet,Prednisone Tablet 5 Mg
99,99,ERGOT/CAFFEN Tab 1-100mg,ADV-RX6241,30,152.21,5,,91405,Headaches,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,ergot preparation,Ergot/Caffen Tablet 1-100 Mg
100,100,DRYSOL Sol 20%,ADV-RX6241,,,,,206208,Hyperhydrosis,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,aluminum chloride 200 MG/ML Topical Solution [Drysol],Drysol Solution 20%
101,101,FINASTERIDE Tab 1mg,ADV-RX6241,,,,,200172,Hair loss,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,finasteride 1 MG Oral Tablet,Finasteride Tablet 1 Mg
102,102,MINOXIDIL Tab 2.5mg,ADV-RX6241,,,,,197987,Hair loss,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,minoxidil 2.5 MG Oral Tablet,Minoxidil Tablet 2.5 Mg
103,103,HYDROQUINONE Cre 4%,ADV-RX6241,,,,,197795,Bleaching Cream,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydroquinone 40 MG/ML Topical Cream,Hydroquinone Cream 4%
104,104,PERMETHRIN Cre 5%,ADV-RX6241,60,-0.71,5,,106387,Scabies,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,permethrin 50 MG/ML Topical Cream,Permethrin Cream 5%
105,106,FOLIC ACID Tab 1mg,ADV-RX6241,30,$0.02 ,$0.38 ,,310410,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,folic acid 1 MG Oral Tablet,Folic Acid Tablet 1 Mg
106,107,HYDROXYCHLOR Tab 200mg,ADV-RX6241,30,$5.67 ,$8.25 ,,979092,Other,12345-6789-01,,,,,,,,SR-DB : Updated on 11/18/2024,hydroxychloroquine sulfate 200 MG Oral Tablet,Hydroxychlor Tablet 200 Mg
